EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionStatus,AttritionProbability,RiskCategory,ReasonCodes
EMP-1130,42,0,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,Stayed,0.0465707673194514,Low,No stock options
EMP-1131,35,0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,Stayed,0.23957365439740042,Low,Low environment satisfaction; Low work-life balance; Long period since promotion; Long distance from home
EMP-1132,34,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,Stayed,0.39246255790149154,Medium,Low work-life balance; Long period since promotion; Frequent business travel
EMP-1133,40,0,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,Stayed,0.3332267618248686,Medium,Low job satisfaction; Income below workforce median
EMP-1134,43,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,Stayed,0.4784215103523632,Medium,Low job satisfaction; Long distance from home; Income below workforce median
EMP-1135,35,0,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,Stayed,0.3107840752861128,Medium,Low work-life balance; Income below workforce median
EMP-1136,46,0,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,Stayed,0.03976212484198648,Low,Low job satisfaction; Low work-life balance; No stock options
EMP-1137,28,1,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,Left,0.8438806668323247,High,Works overtime; Low job satisfaction; Long distance from home; Income below workforce median
EMP-1138,22,0,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,Stayed,0.63608409679392,High,Works overtime; Low environment satisfaction; Low work-life balance; Long distance from home
EMP-1139,50,0,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,Stayed,0.5444502858986814,Medium,Works overtime; Low environment satisfaction; Long period since promotion; Frequent business travel
EMP-1140,32,0,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,Stayed,0.016263488319799013,Low,Low environment satisfaction; Income below workforce median
EMP-1141,44,0,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,Stayed,0.021598807240338372,Low,Works overtime; Low environment satisfaction; Low work-life balance
EMP-1142,30,0,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,Stayed,0.4520050575462871,Medium,Low job satisfaction; Low environment satisfaction; Low work-life balance; Income below workforce median
EMP-1143,45,0,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,Stayed,0.8954401953572285,High,Works overtime; Low job satisfaction; No stock options
EMP-1144,45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,Stayed,0.5895980142091796,Medium,Low job satisfaction; Low environment satisfaction; Long period since promotion; Long distance from home
EMP-1145,31,0,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,Stayed,0.4101999077251038,Medium,Low job satisfaction; Frequent business travel; No stock options
EMP-1146,36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,Stayed,0.7188594161330938,High,Works overtime; Income below workforce median
EMP-1147,34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,Stayed,0.24864978288276615,Low,Long period since promotion; Frequent business travel; Income below workforce median
EMP-1148,49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,Stayed,0.2708135684103096,Low,Low job satisfaction; Low work-life balance; Long distance from home; Income below workforce median
EMP-1149,39,0,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,Stayed,0.04998724912395981,Low,Low job satisfaction; Low environment satisfaction; Long period since promotion
EMP-1150,27,0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,Stayed,0.1365713539789591,Low,Low job satisfaction; Long distance from home; Income below workforce median
EMP-1151,35,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,Stayed,0.08025642905201207,Low,Low job satisfaction; Low environment satisfaction; Long distance from home; No stock options
EMP-1152,28,0,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,Stayed,0.6966164328821719,High,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long distance from home
EMP-1153,21,0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,Stayed,0.13947279392394232,Low,No stock options; Income below workforce median
EMP-1154,18,1,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,Left,0.9840887243994492,High,Works overtime; Low environment satisfaction; Frequent business travel; No stock options
EMP-1155,47,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,Stayed,0.05356673925261422,Low,Long distance from home
EMP-1156,39,0,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,Stayed,0.11161379700939149,Low,Income below workforce median
EMP-1157,40,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,Stayed,0.14566538960504347,Low,Low environment satisfaction; Long period since promotion; Long distance from home
EMP-1158,35,0,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,Stayed,0.005597650050948836,Low,Income below workforce median
EMP-1159,37,0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,Stayed,0.07843759305339973,Low,Low work-life balance; Long distance from home
EMP-1160,39,0,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,Stayed,0.3073264229267413,Medium,Low environment satisfaction; Low work-life balance; Frequent business travel; No stock options
EMP-1161,45,0,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,Stayed,0.0040732298468477545,Low,No prominent rule-based indicators
EMP-1162,38,0,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,Stayed,0.1607284277277759,Low,Works overtime
EMP-1163,35,1,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,Left,0.8010690065321063,High,Low job satisfaction; Long period since promotion; No stock options
EMP-1164,37,0,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,Stayed,0.3429112012942982,Medium,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long period since promotion
EMP-1165,40,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,Stayed,0.5502735162744029,Medium,Works overtime; Low work-life balance; Long distance from home; No stock options
EMP-1166,44,0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,Stayed,0.8856282064257882,High,Works overtime; Low environment satisfaction; Frequent business travel; No stock options
EMP-1167,48,0,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,Stayed,0.06000301195812748,Low,Frequent business travel
EMP-1168,35,1,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,Left,0.8950586288452026,High,Works overtime; Low environment satisfaction; Low work-life balance; Long distance from home
EMP-1169,24,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,Stayed,0.8377705643642517,High,Works overtime; Low environment satisfaction; Frequent business travel; No stock options
EMP-1170,27,0,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,Stayed,0.5122234617422418,Medium,Low environment satisfaction; No stock options; Income below workforce median
EMP-1171,27,0,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,Stayed,0.2506631492097074,Low,Low work-life balance; Frequent business travel; No stock options; Income below workforce median
EMP-1172,40,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,Left,0.9118948862554341,High,Works overtime; Low job satisfaction; Low environment satisfaction; Low work-life balance
EMP-1173,29,0,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,Stayed,0.792942624872682,High,No stock options
EMP-1174,36,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,Stayed,0.150180591172178,Low,Low job satisfaction; Low environment satisfaction
EMP-1175,25,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,Stayed,0.011016953304147278,Low,Frequent business travel
EMP-1176,39,0,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,Stayed,0.2463778188885492,Low,Low job satisfaction; No stock options
EMP-1177,49,0,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,Stayed,0.019999131557154003,Low,Low job satisfaction; Low environment satisfaction; Long distance from home
EMP-1178,50,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,Stayed,0.004615300566484283,Low,Low job satisfaction; Long distance from home
EMP-1179,20,0,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,Stayed,0.6152333047212768,High,No stock options; Income below workforce median
EMP-1180,34,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,Stayed,0.06435177239833353,Low,Low job satisfaction; Long period since promotion
EMP-1181,36,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,Stayed,0.47060653134142916,Medium,Low job satisfaction; Low environment satisfaction; No stock options; Income below workforce median
EMP-1182,49,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,Stayed,0.03947333463099344,Low,Works overtime
EMP-1183,36,0,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,Stayed,0.03430428494566385,Low,No stock options; Income below workforce median
EMP-1184,36,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,Stayed,0.04682273838793104,Low,Low job satisfaction
EMP-1185,54,0,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,Stayed,0.013583396252023084,Low,Low environment satisfaction; Long period since promotion; Long distance from home
EMP-1186,43,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,Stayed,0.02243892799764459,Low,Long period since promotion; Long distance from home
EMP-1187,35,1,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,Left,0.49100663957697666,Medium,Works overtime; Long period since promotion; Frequent business travel; No stock options
EMP-1188,38,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,Stayed,0.01073293254252364,Low,Frequent business travel; Income below workforce median
EMP-1189,29,0,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,Stayed,0.7838935335710382,High,Works overtime; Low job satisfaction; Low environment satisfaction; Low work-life balance
EMP-1190,33,0,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,Stayed,0.04568165477681461,Low,No prominent rule-based indicators
EMP-1191,32,0,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,Stayed,0.02986766674176945,Low,Low job satisfaction; Low work-life balance
EMP-1192,31,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,Stayed,0.22553724160879648,Low,Low environment satisfaction
EMP-1193,49,0,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,Stayed,0.704903133794743,High,Works overtime; Low job satisfaction; Low work-life balance; Long distance from home
EMP-1194,38,0,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,Stayed,0.6603007033576537,High,Low job satisfaction; Frequent business travel; No stock options; Income below workforce median
EMP-1195,47,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,Stayed,0.023661461099513188,Low,Low job satisfaction; Low environment satisfaction
EMP-1196,49,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,Stayed,0.08135274263925493,Low,No stock options
EMP-1197,41,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,Stayed,0.4213368062190607,Medium,Works overtime; Long distance from home; No stock options
EMP-1198,20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,Stayed,0.812596882094276,High,Low job satisfaction; No stock options; Income below workforce median
EMP-1199,33,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,Stayed,0.25020621945507565,Low,Works overtime; Long distance from home
EMP-1200,36,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,Stayed,0.2633732204599247,Low,Low environment satisfaction; Low work-life balance; Long distance from home
EMP-1201,44,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,Stayed,0.1561367572554828,Low,Works overtime; Income below workforce median
EMP-1202,23,1,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,Left,0.8300877975127874,High,Works overtime; No stock options; Income below workforce median
EMP-1203,38,0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,Stayed,0.15179832210088468,Low,Low work-life balance; Income below workforce median
EMP-1204,53,0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,Stayed,0.09518959452596477,Low,Low environment satisfaction; Long distance from home; No stock options
EMP-1205,48,1,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,Left,0.48199205578166177,Medium,Works overtime; Long period since promotion; Frequent business travel; Income below workforce median
EMP-1206,32,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,Left,0.5297299254671369,Medium,Low job satisfaction; No stock options; Income below workforce median
EMP-1207,26,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,Stayed,0.050707010872096364,Low,Long period since promotion; No stock options; Income below workforce median
EMP-1208,55,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,Stayed,0.45366676607296663,Medium,Low job satisfaction; Low environment satisfaction; Long distance from home; Income below workforce median
EMP-1209,34,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,Stayed,0.07990171863476477,Low,Low environment satisfaction; Long period since promotion; Income below workforce median
EMP-1210,60,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,Stayed,0.032351905980213085,Low,No prominent rule-based indicators
EMP-1211,33,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,Stayed,0.022174558424215025,Low,Low job satisfaction; Low environment satisfaction; Long distance from home; Income below workforce median
EMP-1212,37,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,Stayed,0.3265311494279036,Medium,Low work-life balance; Frequent business travel
EMP-1213,34,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,Stayed,0.32792891371358385,Medium,Low environment satisfaction; Long period since promotion; Long distance from home; No stock options
EMP-1214,23,1,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,Left,0.7858989957980766,High,Works overtime; Income below workforce median
EMP-1215,44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,Stayed,0.10094327792982905,Low,Works overtime; Long period since promotion
EMP-1216,35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,Stayed,0.6761881995038823,High,Works overtime; Low environment satisfaction; Frequent business travel; No stock options
EMP-1217,43,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,Stayed,0.22994961495263144,Low,Works overtime; Long period since promotion
EMP-1218,24,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,Stayed,0.05845880172024319,Low,Income below workforce median
EMP-1219,41,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,Stayed,0.33520190036243774,Medium,Long period since promotion; No stock options
EMP-1220,29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,Stayed,0.3799011966222366,Medium,Income below workforce median
EMP-1221,36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,Stayed,0.46798965646986285,Medium,Low work-life balance; Long period since promotion; No stock options; Income below workforce median
EMP-1222,45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,Stayed,0.034160964715374206,Low,Low work-life balance; Long period since promotion
EMP-1223,24,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,Left,0.7994756251986295,High,Long distance from home; Income below workforce median
EMP-1224,47,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,Left,0.9448714201453251,High,Low work-life balance; Long period since promotion; Frequent business travel; No stock options
EMP-1225,26,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,Stayed,0.23451119284811,Low,Long distance from home; Income below workforce median
EMP-1226,45,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,Stayed,0.21840423594496614,Low,Low job satisfaction; Long period since promotion; Long distance from home; No stock options
EMP-1227,32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,Stayed,0.6362520484013642,High,Low environment satisfaction; Low work-life balance; Frequent business travel; Income below workforce median
EMP-1228,31,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,Stayed,0.15181738968261008,Low,Low environment satisfaction; Income below workforce median
EMP-1229,41,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,Stayed,0.3559570183803571,Medium,Low job satisfaction
EMP-1230,40,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,Stayed,0.4032365900320881,Medium,Works overtime; Low job satisfaction; Low environment satisfaction
EMP-1231,24,0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,Stayed,0.504382594233795,Medium,Low job satisfaction; Low environment satisfaction; Long distance from home; Income below workforce median
EMP-1232,46,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,Stayed,0.04071561217503702,Low,Low job satisfaction; No stock options
EMP-1233,35,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,Stayed,0.019118887152125355,Low,Long distance from home
